ダウンロードした時刻：2024/07/10 15:58:43

,那覇,那覇,那覇
2007/12/21,曇時々晴後大雨,8,1
2007/12/22,晴時々曇一時雨,8,1
2007/12/23,曇一時晴,8,1
2007/12/24,曇時々雨,8,1
2007/12/25,晴,8,1
2007/12/26,晴,8,1
2007/12/27,晴時々曇一時雨,8,1
2007/12/28,晴,8,1
2007/12/29,曇時々雨一時晴,8,1
2007/12/30,曇一時晴,8,1
2007/12/31,曇一時雨,8,1
2008/1/1,曇一時晴,8,1
2008/1/2,曇時々雨一時晴,8,1
2008/1/3,曇後晴,8,1
2008/1/4,晴,8,1
2008/1/5,晴時々曇一時雨,8,1
2008/1/6,晴一時曇,8,1
2008/1/7,晴時々曇一時雨,8,1
2008/1/8,快晴,8,1
2008/1/9,曇時々雨,8,1
2008/1/10,晴一時曇,8,1
2008/1/11,晴,8,1
2008/1/12,晴時々曇一時雨,8,1
2008/1/13,曇一時晴,8,1
2008/1/14,雨,8,1
2008/1/15,曇時々雨,8,1
2008/1/16,曇時々雨,8,1
2008/1/17,曇一時雨,8,1
2008/1/18,曇時々晴,8,1
2008/1/19,晴,8,1
2008/1/20,曇時々晴,8,1
2008/1/21,曇一時雨,8,1
2008/1/22,曇時々雨一時晴,8,1
2008/1/23,曇時々雨一時晴,8,1
2008/1/24,曇時々雨,8,1
2008/1/25,曇一時雨,8,1
2008/1/26,曇時々雨,8,1
2008/1/27,雨時々曇,8,1
2008/1/28,曇時々雨,8,1
2008/1/29,曇時々雨一時晴,8,1
2008/1/30,曇一時雨,8,1
2008/1/31,雨一時曇,8,1
2008/2/1,曇,8,1
2008/2/2,曇時々雨一時晴,8,1
2008/2/3,雨時々曇,8,1
2008/2/4,曇時々晴,8,1
2008/2/5,雨時々曇,8,1
2008/2/6,曇時々雨一時晴,8,1
2008/2/7,曇時々晴,8,1
2008/2/8,曇時々雨,8,1
2008/2/9,雨,8,1
2008/2/10,曇,8,1
2008/2/11,曇一時雨,8,1
2008/2/12,曇時々雨,8,1
2008/2/13,曇時々雨一時晴,8,1
2008/2/14,晴時々曇一時雨,8,1
2008/2/15,曇時々晴一時雨,8,1
2008/2/16,晴時々曇,8,1
2008/2/17,晴時々曇,8,1
2008/2/18,晴,8,1
2008/2/19,晴後曇一時雨,8,1
2008/2/20,曇後時々雨,8,1
2008/2/21,曇時々晴,8,1
2008/2/22,曇時々晴,8,1
2008/2/23,曇時々雨,8,1
2008/2/24,晴一時曇,8,1
2008/2/25,晴一時曇,8,1
2008/2/26,晴後雨一時曇,8,1
2008/2/27,曇一時雨,8,1
2008/2/28,曇後晴,8,1
2008/2/29,曇時々晴,8,1
2008/3/1,曇時々雨一時晴,8,1
2008/3/2,晴一時曇,8,1
2008/3/3,晴,8,1
2008/3/4,晴,8,1
2008/3/5,晴時々曇,8,1
2008/3/6,晴,8,1
2008/3/7,晴一時曇,8,1
2008/3/8,晴,8,1
2008/3/9,曇時々雨後晴,8,1
2008/3/10,曇時々雨,8,1
2008/3/11,雨後曇,8,1
2008/3/12,晴,8,1
2008/3/13,曇時々晴,8,1
2008/3/14,雨時々曇,8,1
2008/3/15,晴,8,1
2008/3/16,晴,8,1
2008/3/17,曇時々晴,8,1
2008/3/18,曇後雨、雷を伴う,8,1
2008/3/19,曇一時雨,8,1
2008/3/20,晴,8,1
2008/3/21,晴時々曇,8,1
2008/3/22,曇時々晴,8,1
2008/3/23,大雨一時曇,8,1
2008/3/24,晴,8,1
2008/3/25,晴後時々薄曇,8,1
2008/3/26,曇時々晴,8,1
2008/3/27,晴,8,1
2008/3/28,晴,8,1
2008/3/29,曇時々雨,8,1
2008/3/30,曇一時大雨、雷を伴う,8,1
2008/3/31,晴後曇,8,1
2008/4/1,晴一時曇,8,1
2008/4/2,晴時々曇,8,1
2008/4/3,雨時々曇,8,1
2008/4/4,曇一時晴,8,1
2008/4/5,曇時々雨,8,1
2008/4/6,晴時々曇,8,1
2008/4/7,薄曇,8,1
2008/4/8,曇,8,1
2008/4/9,曇時々晴,8,1
2008/4/10,晴時々曇,8,1
2008/4/11,曇一時晴,8,1
2008/4/12,曇,8,1
2008/4/13,曇時々雨,8,1
2008/4/14,曇後晴,8,1
2008/4/15,曇時々晴,8,1
2008/4/16,曇時々晴,8,1
2008/4/17,曇時々雨,8,1
2008/4/18,晴一時曇,8,1
2008/4/19,晴時々曇,8,1
2008/4/20,曇一時晴,8,1
2008/4/21,曇時々晴,8,1
2008/4/22,曇一時晴,8,1
2008/4/23,曇時々雨,8,1
2008/4/24,晴,8,1
2008/4/25,晴時々曇,8,1
2008/4/26,薄曇後晴,8,1
2008/4/27,快晴,8,1
2008/4/28,曇時々雨,8,1
2008/4/29,曇後時々雨,8,1
2008/4/30,曇時々晴一時雨,8,1
2008/5/1,曇一時雨,8,1
2008/5/2,晴,8,1
2008/5/3,晴,8,1
2008/5/4,晴後時々曇,8,1
2008/5/5,曇時々雨,8,1
2008/5/6,曇後時々雨,8,1
2008/5/7,曇一時雨,8,1
2008/5/8,晴時々曇,8,1
2008/5/9,晴時々薄曇,8,1
2008/5/10,曇一時雨,8,1
2008/5/11,晴時々曇一時雨,8,1
2008/5/12,晴,8,1
2008/5/13,晴,8,1
2008/5/14,晴後時々薄曇,8,1
2008/5/15,曇時々雨,8,1
2008/5/16,曇時々雨後晴,8,1
2008/5/17,薄曇,8,1
2008/5/18,晴後曇時々雨,8,1
2008/5/19,雨時々曇,8,1
2008/5/20,曇後晴,8,1
2008/5/21,薄曇一時晴,8,1
2008/5/22,曇時々雨,8,1
2008/5/23,曇,8,1
2008/5/24,晴時々曇,8,1
2008/5/25,晴時々曇,8,1
2008/5/26,曇時々晴,8,1
2008/5/27,曇時々晴,8,1
2008/5/28,曇時々晴,8,1
2008/5/29,薄曇,8,1
2008/5/30,曇時々雨,8,1
2008/5/31,雨時々曇,8,1
2008/6/1,曇時々雨,8,1
2008/6/2,曇時々晴,8,1
2008/6/3,雨,8,1
2008/6/4,曇時々雨,8,1
2008/6/5,曇,8,1
2008/6/6,曇時々雨,8,1
2008/6/7,雨時々曇,8,1
2008/6/8,曇時々晴,8,1
2008/6/9,薄曇,8,1
2008/6/10,晴,8,1
2008/6/11,薄曇時々晴,8,1
2008/6/12,曇時々雨一時晴、雷を伴う,8,1
2008/6/13,曇時々晴,8,1
2008/6/14,曇,8,1
2008/6/15,曇,8,1
2008/6/16,曇一時晴,8,1
2008/6/17,晴,8,1
2008/6/18,晴,8,1
2008/6/19,薄曇一時晴,8,1
2008/6/20,晴時々薄曇,8,1
2008/6/21,晴後薄曇,8,1
2008/6/22,曇,8,1
2008/6/23,曇,8,1
2008/6/24,晴後薄曇一時雨,8,1
2008/6/25,曇時々晴一時雨,8,1
2008/6/26,曇時々雨、雷を伴う,8,1
2008/6/27,薄曇時々晴,8,1
2008/6/28,曇時々晴一時雨,8,1
2008/6/29,晴時々薄曇,8,1
2008/6/30,晴,8,1
2008/7/1,晴,8,1
2008/7/2,晴,8,1
2008/7/3,晴,8,1
2008/7/4,晴,8,1
2008/7/5,晴,8,1
2008/7/6,晴時々薄曇一時雨,8,1
2008/7/7,晴,8,1
2008/7/8,晴,8,1
2008/7/9,晴,8,1
2008/7/10,晴,8,1
2008/7/11,晴時々曇一時雨,8,1
2008/7/12,晴時々曇一時雨,8,1
2008/7/13,晴時々大雨,8,1
2008/7/14,晴,8,1
2008/7/15,晴一時曇,8,1
2008/7/16,曇時々雨一時晴,8,1
2008/7/17,曇時々雨,8,1
2008/7/18,晴一時曇,8,1
2008/7/19,晴,8,1
2008/7/20,晴,8,1
2008/7/21,晴,8,1
2008/7/22,晴時々薄曇,8,1
2008/7/23,曇時々晴,8,1
2008/7/24,晴時々雨,8,1
2008/7/25,晴時々曇一時雨,8,1
2008/7/26,晴時々雨,8,1
2008/7/27,曇時々雨,8,1
2008/7/28,曇時々雨,8,1
2008/7/29,薄曇時々晴,8,1
2008/7/30,薄曇,8,1
2008/7/31,薄曇,8,1
2008/8/1,晴,8,1
2008/8/2,晴,8,1
2008/8/3,晴時々雨,8,1
2008/8/4,晴後一時雨,8,1
2008/8/5,晴,8,1
2008/8/6,晴一時曇、雷を伴う,8,1
2008/8/7,晴後曇時々雨、雷を伴う,8,1
2008/8/8,晴時々大雨、雷を伴う,8,1
2008/8/9,晴後薄曇時々雨,8,1
2008/8/10,曇時々雨一時晴,8,1
2008/8/11,曇,8,1
2008/8/12,曇一時雨,8,1
2008/8/13,晴一時曇,8,1
2008/8/14,晴一時雨,8,1
2008/8/15,晴時々曇一時雨,8,1
2008/8/16,晴,8,1
2008/8/17,晴,8,1
2008/8/18,晴,8,1
2008/8/19,晴,8,1
2008/8/20,晴,8,1
2008/8/21,曇時々晴,8,1
2008/8/22,晴,8,1
2008/8/23,晴,8,1
2008/8/24,晴,8,1
2008/8/25,晴,8,1
2008/8/26,曇時々晴,8,1
2008/8/27,晴一時曇,8,1
2008/8/28,晴一時薄曇,8,1
2008/8/29,薄曇後一時晴,8,1
2008/8/30,晴時々曇,8,1
2008/8/31,晴時々曇,8,1
2008/9/1,曇時々雨、雷を伴う,8,1
2008/9/2,曇時々雨,8,1
2008/9/3,晴後一時薄曇,8,1
2008/9/4,晴,8,1
2008/9/5,晴,8,1
2008/9/6,晴,8,1
2008/9/7,晴,8,1
2008/9/8,晴後薄曇,8,1
2008/9/9,晴,8,1
2008/9/10,曇時々雨,8,1
2008/9/11,曇時々雨,8,1
2008/9/12,曇時々雨,8,1
2008/9/13,雨時々曇、雷を伴う,8,1
2008/9/14,曇時々雨,8,1
2008/9/15,曇,8,1
2008/9/16,曇時々雨,8,1
2008/9/17,雨、雷を伴う,8,1
2008/9/18,曇時々晴,8,1
2008/9/19,晴一時薄曇,8,1
2008/9/20,曇時々雨,8,1
2008/9/21,晴一時曇,8,1
2008/9/22,曇時々大雨,8,1
2008/9/23,晴一時雨,8,1
2008/9/24,晴一時雨,8,1
2008/9/25,晴一時雨,8,1
2008/9/26,晴,8,1
2008/9/27,曇一時雨,8,1
2008/9/28,曇,8,1
2008/9/29,曇一時晴,8,1
2008/9/30,曇時々晴一時雨,8,1
2008/10/1,曇時々雨一時晴,8,1
2008/10/2,晴時々曇,8,1
2008/10/3,晴,8,1
2008/10/4,晴一時雨,8,1
2008/10/5,晴時々曇一時雨,8,1
2008/10/6,薄曇時々晴一時雨,8,1
2008/10/7,曇時々雨,8,1
2008/10/8,晴,8,1
2008/10/9,曇時々雨,8,1
2008/10/10,晴一時大雨、雷を伴う,8,1
2008/10/11,晴,8,1
2008/10/12,晴,8,1
2008/10/13,晴,8,1
2008/10/14,晴時々曇一時雨,8,1
2008/10/15,曇時々晴,8,1
2008/10/16,雨時々曇一時晴,8,1
2008/10/17,大雨一時曇,8,1
2008/10/18,晴後時々雨,8,1
2008/10/19,晴時々雨一時曇,8,1
2008/10/20,晴,8,1
2008/10/21,晴一時雨,8,1
2008/10/22,晴,8,1
2008/10/23,晴,8,1
2008/10/24,晴,8,1
2008/10/25,晴一時曇,8,1
2008/10/26,曇時々晴,8,1
2008/10/27,曇時々雨一時晴,8,1
2008/10/28,薄曇一時晴,8,1
2008/10/29,晴,8,1
2008/10/30,晴,8,1
2008/10/31,晴,8,1
2008/11/1,曇時々晴,8,1
2008/11/2,晴時々曇一時雨,8,1
2008/11/3,曇時々雨一時晴,8,1
2008/11/4,曇時々晴,8,1
2008/11/5,曇一時晴,8,1
2008/11/6,晴時々薄曇,8,1
2008/11/7,晴,8,1
2008/11/8,晴時々曇,8,1
2008/11/9,雨時々曇,8,1
2008/11/10,雨後時々曇,8,1
2008/11/11,雨,8,1
2008/11/12,晴,8,1
2008/11/13,晴時々曇一時雨,8,1
2008/11/14,晴一時雨,8,1
2008/11/15,晴,8,1
2008/11/16,晴時々雨,8,1
2008/11/17,雨時々曇,8,1
2008/11/18,曇時々晴,8,1
2008/11/19,曇時々晴,8,1
2008/11/20,曇一時雨後晴,8,1
2008/11/21,晴,8,1
2008/11/22,晴,8,1
2008/11/23,晴一時雨,8,1
2008/11/24,曇後雨,8,1
2008/11/25,曇時々雨,8,1
2008/11/26,曇時々雨,8,1
2008/11/27,曇時々雨,8,1
2008/11/28,晴時々曇,8,1
2008/11/29,晴,8,1
2008/11/30,晴一時曇,8,1
2008/12/1,晴,8,1
2008/12/2,晴,8,1
2008/12/3,快晴,8,1
2008/12/4,晴,8,1
2008/12/5,雨時々曇、大風を伴う,8,1
2008/12/6,曇時々雨,8,1
2008/12/7,晴,8,1
2008/12/8,曇時々晴一時雨,8,1
2008/12/9,曇時々雨,8,1
2008/12/10,快晴,8,1
2008/12/11,晴,8,1
2008/12/12,晴,8,1
2008/12/13,晴時々曇,8,1
2008/12/14,曇時々雨一時晴,8,1
2008/12/15,晴時々曇一時雨,8,1
2008/12/16,晴一時曇,8,1
2008/12/17,快晴,8,1
2008/12/18,晴,8,1
2008/12/19,晴,8,1
2008/12/20,晴時々曇,8,1
2008/12/21,曇時々晴一時雨,8,1
2008/12/22,曇時々雨,8,1
2008/12/23,曇時々雨一時晴,8,1
2008/12/24,晴,8,1
2008/12/25,曇時々雨,8,1
2008/12/26,曇一時雨,8,1
2008/12/27,晴後一時曇,8,1
2008/12/28,曇一時雨,8,1
2008/12/29,曇時々雨,8,1
2008/12/30,曇時々雨,8,1
2008/12/31,雨時々曇,8,1
2009/1/1,曇時々雨一時晴,8,1
2009/1/2,曇時々雨,8,1
2009/1/3,曇後時々晴,8,1
2009/1/4,曇一時晴,8,1
2009/1/5,曇,8,1
2009/1/6,晴,8,1
2009/1/7,曇時々晴,8,1
2009/1/8,雨時々曇一時晴,8,1
2009/1/9,曇一時雨,8,1
2009/1/10,曇時々雨一時晴,8,1
2009/1/11,曇一時雨,8,1
2009/1/12,曇時々晴一時雨,8,1
2009/1/13,曇時々雨一時晴,8,1
2009/1/14,曇時々晴,8,1
2009/1/15,晴時々曇一時雨,8,1
2009/1/16,晴,8,1
2009/1/17,晴,8,1
2009/1/18,晴時々曇,8,1
2009/1/19,曇時々晴一時雨,8,1
2009/1/20,晴,8,1
2009/1/21,曇時々雨,8,1
2009/1/22,晴時々曇,8,1
2009/1/23,雨時々曇一時晴,8,1
2009/1/24,曇時々雨,8,1
2009/1/25,晴一時曇,8,1
2009/1/26,晴後一時曇,8,1
2009/1/27,晴時々曇,8,1
2009/1/28,晴時々曇,8,1
2009/1/29,曇時々雨,8,1
2009/1/30,晴時々曇一時雨,8,1
2009/1/31,晴時々雨,8,1
2009/2/1,晴,8,1
2009/2/2,晴一時曇,8,1
2009/2/3,晴,8,1
2009/2/4,晴時々曇,8,1
2009/2/5,晴時々曇,8,1
2009/2/6,晴後時々曇,8,1
2009/2/7,晴,8,1
2009/2/8,曇後一時雨,8,1
2009/2/9,曇時々晴,8,1
2009/2/10,晴,8,1
2009/2/11,快晴,8,1
2009/2/12,快晴,8,1
2009/2/13,晴時々薄曇,8,1
2009/2/14,曇時々雨,8,1
2009/2/15,曇一時晴,8,1
2009/2/16,曇時々雨,8,1
2009/2/17,曇時々雨一時晴,8,1
2009/2/18,曇時々晴,8,1
2009/2/19,曇時々晴一時雨,8,1
2009/2/20,曇時々雨,8,1
2009/2/21,晴,8,1
2009/2/22,曇時々晴,8,1
2009/2/23,曇一時晴,8,1
2009/2/24,晴時々曇,8,1
2009/2/25,晴時々曇,8,1
2009/2/26,曇時々晴,8,1
2009/2/27,晴一時雨,8,1
2009/2/28,曇,8,1
2009/3/1,曇一時晴,8,1
2009/3/2,曇,8,1
2009/3/3,曇時々雨,8,1
2009/3/4,曇,8,1
2009/3/5,大雨時々曇,8,1
2009/3/6,曇時々雨,8,1
2009/3/7,雨時々曇,8,1
2009/3/8,曇時々晴一時雨,8,1
2009/3/9,大雨時々曇,8,1
2009/3/10,晴,8,1
2009/3/11,曇時々晴,8,1
2009/3/12,晴時々曇,8,1
2009/3/13,曇時々晴一時雨,8,1
2009/3/14,雨時々曇一時晴,8,1
2009/3/15,晴時々曇,8,1
2009/3/16,晴,8,1
2009/3/17,晴,8,1
2009/3/18,曇時々晴一時雨,8,1
2009/3/19,曇時々晴,8,1
2009/3/20,曇時々晴,8,1
2009/3/21,曇,8,1
2009/3/22,曇後時々雨、雷を伴う,8,1
2009/3/23,曇後晴,8,1
2009/3/24,曇一時雨,8,1
2009/3/25,曇時々晴,8,1
2009/3/26,晴,8,1
2009/3/27,晴後曇,8,1
2009/3/28,雨時々曇,8,1
2009/3/29,雨時々曇一時晴,8,1
2009/3/30,晴時々曇,8,1
2009/3/31,曇時々雨,8,1
2009/4/1,曇一時晴,8,1
2009/4/2,曇,8,1
2009/4/3,曇一時晴,8,1
2009/4/4,薄曇,8,1
2009/4/5,曇時々雨,8,1
2009/4/6,曇時々雨,8,1
2009/4/7,曇,8,1
2009/4/8,曇一時雨,8,1
2009/4/9,曇時々雨,8,1
2009/4/10,曇一時晴,8,1
2009/4/11,晴,8,1
2009/4/12,曇時々晴,8,1
2009/4/13,曇後雨,8,1
2009/4/14,曇時々雨,8,1
2009/4/15,晴,8,1
2009/4/16,曇,8,1
2009/4/17,雨,8,1
2009/4/18,晴後薄曇,8,1
2009/4/19,薄曇,8,1
2009/4/20,曇時々雨,8,1
2009/4/21,曇時々雨一時晴,8,1
2009/4/22,雨,8,1
2009/4/23,雨後曇,8,1
2009/4/24,曇時々雨,8,1
2009/4/25,曇一時雨,8,1
2009/4/26,曇時々晴一時雨,8,1
2009/4/27,晴,8,1
2009/4/28,晴,8,1
2009/4/29,晴,8,1
2009/4/30,晴,8,1
2009/5/1,晴一時曇,8,1
2009/5/2,晴一時雨,8,1
2009/5/3,晴,8,1
2009/5/4,晴時々曇,8,1
2009/5/5,晴,8,1
2009/5/6,薄曇一時晴,8,1
2009/5/7,快晴,8,1
2009/5/8,晴,8,1
2009/5/9,快晴,8,1
2009/5/10,晴,8,1
2009/5/11,曇時々雨,8,1
2009/5/12,曇時々雨,8,1
2009/5/13,晴一時曇,8,1
2009/5/14,晴時々曇,8,1
2009/5/15,晴,8,1
2009/5/16,晴,8,1
2009/5/17,晴時々曇,8,1
2009/5/18,雨時々曇,8,1
2009/5/19,曇時々雨,8,1
2009/5/20,晴時々曇一時雨,8,1
2009/5/21,晴,8,1
2009/5/22,曇,8,1
2009/5/23,曇後一時晴,8,1
2009/5/24,曇時々雨,8,1
2009/5/25,薄曇時々晴,8,1
2009/5/26,雨時々曇,8,1
2009/5/27,曇時々晴一時雨,8,1
2009/5/28,曇時々雨一時晴,8,1
2009/5/29,曇時々雨後晴,8,1
2009/5/30,晴時々曇,8,1
2009/5/31,快晴,8,1
2009/6/1,晴,8,1
2009/6/2,曇時々晴,8,1
2009/6/3,曇一時晴,8,1
2009/6/4,曇時々雨一時晴,8,1
2009/6/5,晴時々曇,8,1
2009/6/6,快晴,8,1
2009/6/7,晴,8,1
2009/6/8,晴時々曇,8,1
2009/6/9,晴,8,1
2009/6/10,薄曇時々晴,8,1
2009/6/11,曇時々雨、雷を伴う,8,1
2009/6/12,雨時々曇,8,1
2009/6/13,曇時々雨、雷を伴う,8,1
2009/6/14,曇時々雨,8,1
2009/6/15,曇時々雨,8,1
2009/6/16,雨一時曇、雷を伴う,8,1
2009/6/17,曇時々雨,8,1
2009/6/18,曇時々雨一時晴,8,1
2009/6/19,曇時々雨,8,1
2009/6/20,晴時々曇,8,1
2009/6/21,晴,8,1
2009/6/22,晴一時曇,8,1
2009/6/23,晴後時々薄曇,8,1
2009/6/24,曇,8,1
2009/6/25,曇時々晴一時雨,8,1
2009/6/26,曇時々大雨、雷を伴う,8,1
2009/6/27,曇一時雨,8,1
2009/6/28,晴時々曇,8,1
2009/6/29,晴,8,1
2009/6/30,晴,8,1
2009/7/1,晴,8,1
2009/7/2,薄曇,8,1
2009/7/3,曇時々雨、雷を伴う,8,1
2009/7/4,曇後一時晴,8,1
2009/7/5,曇時々晴一時雨,8,1
2009/7/6,晴,8,1
2009/7/7,晴,8,1
2009/7/8,晴,8,1
2009/7/9,晴一時雨,8,1
2009/7/10,晴時々曇,8,1
2009/7/11,晴,8,1
2009/7/12,晴,8,1
2009/7/13,晴一時曇,8,1
2009/7/14,晴,8,1
2009/7/15,晴,8,1
2009/7/16,晴,8,1
2009/7/17,晴一時雨,8,1
2009/7/18,晴,8,1
2009/7/19,薄曇,8,1
2009/7/20,薄曇時々晴,8,1
2009/7/21,薄曇一時晴,8,1
2009/7/22,薄曇一時晴,8,1
2009/7/23,薄曇,8,1
2009/7/24,晴時々薄曇,8,1
2009/7/25,薄曇時々晴,8,1
2009/7/26,曇一時雨,8,1
2009/7/27,曇一時雨,8,1
2009/7/28,晴後時々薄曇,8,1
2009/7/29,晴,8,1
2009/7/30,晴,8,1
2009/7/31,晴時々薄曇,8,1
2009/8/1,晴,8,1
2009/8/2,晴,8,1
2009/8/3,晴,8,1
2009/8/4,晴時々曇,8,1
2009/8/5,曇時々雨,8,1
2009/8/6,雨時々曇,8,1
2009/8/7,曇時々雨,8,1
2009/8/8,曇時々雨,8,1
2009/8/9,曇一時雨,8,1
2009/8/10,曇,8,1
2009/8/11,晴一時薄曇,8,1
2009/8/12,曇時々晴,8,1
2009/8/13,晴,8,1
2009/8/14,晴後一時薄曇,8,1
2009/8/15,晴,8,1
2009/8/16,晴一時雨、雷を伴う,8,1
2009/8/17,晴,8,1
2009/8/18,晴後時々雨,8,1
2009/8/19,晴時々雨一時曇、雷を伴う,8,1
2009/8/20,晴時々曇一時雨、雷を伴う,8,1
2009/8/21,晴一時雨、雷を伴う,8,1
2009/8/22,晴時々雨,8,1
2009/8/23,晴一時雨,8,1
2009/8/24,晴後時々雨,8,1
2009/8/25,晴,8,1
2009/8/26,晴,8,1
2009/8/27,晴,8,1
2009/8/28,晴,8,1
2009/8/29,晴,8,1
2009/8/30,晴一時雨,8,1
2009/8/31,晴後一時雨,8,1
2009/9/1,晴後時々曇、雷を伴う,8,1
2009/9/2,雨時々曇、雷を伴う,8,1
2009/9/3,晴時々雨,8,1
2009/9/4,晴,8,1
2009/9/5,晴,8,1
2009/9/6,晴,8,1
2009/9/7,晴時々薄曇,8,1
2009/9/8,薄曇時々晴,8,1
2009/9/9,薄曇後晴,8,1
2009/9/10,薄曇時々晴,8,1
2009/9/11,晴後一時曇,8,1
2009/9/12,晴,8,1
2009/9/13,曇時々晴一時雨,8,1
2009/9/14,薄曇一時晴,8,1
2009/9/15,曇,8,1
2009/9/16,晴時々曇,8,1
2009/9/17,晴,8,1
2009/9/18,晴,8,1
2009/9/19,晴時々曇一時雨,8,1
2009/9/20,晴,8,1
2009/9/21,晴一時曇,8,1
2009/9/22,晴後一時雨,8,1
2009/9/23,晴,8,1
2009/9/24,晴一時曇,8,1
2009/9/25,曇時々雨,8,1
2009/9/26,晴,8,1
2009/9/27,曇一時雨,8,1
2009/9/28,晴後曇時々雨、雷を伴う,8,1
2009/9/29,曇時々雨,8,1
2009/9/30,薄曇,8,1
2009/10/1,晴時々薄曇,8,1
2009/10/2,晴,8,1
2009/10/3,曇一時晴,8,1
2009/10/4,雨時々曇一時晴、雷を伴う,8,1
2009/10/5,晴時々曇一時雨,8,1
2009/10/6,曇時々晴一時雨,8,1
2009/10/7,曇時々晴一時雨,8,1
2009/10/8,晴,8,1
2009/10/9,曇後時々雨,8,1
2009/10/10,曇時々雨,8,1
2009/10/11,曇時々雨,8,1
2009/10/12,曇時々雨,8,1
2009/10/13,曇時々雨,8,1
2009/10/14,曇時々雨,8,1
2009/10/15,雨時々曇,8,1
2009/10/16,曇時々晴一時雨,8,1
2009/10/17,晴一時雨,8,1
2009/10/18,晴,8,1
2009/10/19,晴,8,1
2009/10/20,薄曇,8,1
2009/10/21,曇,8,1
2009/10/22,雨時々晴一時曇,8,1
2009/10/23,曇時々雨,8,1
2009/10/24,雨,8,1
2009/10/25,大雨,8,1
2009/10/26,晴時々曇一時雨,8,1
2009/10/27,晴,8,1
2009/10/28,晴,8,1
2009/10/29,晴,8,1
2009/10/30,曇一時晴,8,1
2009/10/31,曇時々雨,8,1
2009/11/1,晴時々雨,8,1
2009/11/2,曇時々晴,8,1
2009/11/3,曇,8,1
2009/11/4,晴時々曇一時雨,8,1
2009/11/5,曇,8,1
2009/11/6,晴時々曇,8,1
2009/11/7,晴,8,1
2009/11/8,薄曇,8,1
2009/11/9,晴時々曇一時雨,8,1
2009/11/10,曇時々雨,8,1
2009/11/11,晴後一時曇,8,1
2009/11/12,薄曇時々晴,8,1
2009/11/13,雨一時曇,8,1
2009/11/14,晴時々曇一時雨,8,1
2009/11/15,曇,8,1
2009/11/16,曇一時雨,8,1
2009/11/17,曇時々雨,8,1
2009/11/18,曇一時雨,8,1
2009/11/19,晴,8,1
2009/11/20,晴時々曇,8,1
2009/11/21,曇時々雨,8,1
2009/11/22,晴時々曇,8,1
2009/11/23,曇一時雨,8,1
2009/11/24,曇時々雨,8,1
2009/11/25,晴,8,1
2009/11/26,晴,8,1
2009/11/27,曇一時雨,8,1
2009/11/28,晴後曇,8,1
2009/11/29,晴,8,1
2009/11/30,曇,8,1
2009/12/1,曇一時雨,8,1
2009/12/2,曇,8,1
2009/12/3,曇時々雨一時晴,8,1
2009/12/4,晴後曇,8,1
2009/12/5,曇時々晴,8,1
2009/12/6,晴時々曇,8,1
2009/12/7,晴後時々曇,8,1
2009/12/8,晴,8,1
2009/12/9,晴,8,1
2009/12/10,晴一時曇,8,1
2009/12/11,晴一時雨、雷を伴う,8,1
2009/12/12,晴後一時曇,8,1
2009/12/13,薄曇時々晴,8,1
2009/12/14,曇時々雨一時晴,8,1
2009/12/15,曇時々雨,8,1
2009/12/16,曇時々雨,8,1
2009/12/17,曇時々雨,8,1
2009/12/18,曇一時雨,8,1
2009/12/19,曇一時晴,8,1
2009/12/20,曇一時雨,8,1
2009/12/21,晴時々曇一時雨,8,1
2009/12/22,晴,8,1
2009/12/23,快晴,8,1
2009/12/24,雨時々曇後晴,8,1
2009/12/25,大雨後時々曇、雷を伴う,8,1
2009/12/26,雨後曇,8,1
2009/12/27,曇時々晴,8,1
2009/12/28,雨後時々曇,8,1
2009/12/29,晴後一時曇,8,1
2009/12/30,曇時々雨,8,1
2009/12/31,曇時々晴,8,1
2010/1/1,晴一時曇,8,1
2010/1/2,曇一時雨,8,1
2010/1/3,曇時々雨,8,1
2010/1/4,快晴,8,1
2010/1/5,曇時々雨,8,1
2010/1/6,雨一時曇,8,1
2010/1/7,曇,8,1
2010/1/8,雨時々曇,8,1
2010/1/9,晴,8,1
2010/1/10,曇後時々雨,8,1
2010/1/11,曇時々晴,8,1
2010/1/12,雨後一時曇,8,1
2010/1/13,曇時々雨,8,1
2010/1/14,曇後時々晴,8,1
2010/1/15,晴,8,1
2010/1/16,晴後一時曇,8,1
2010/1/17,晴時々曇,8,1
2010/1/18,晴,8,1
2010/1/19,晴時々曇,8,1
2010/1/20,晴時々曇,8,1
2010/1/21,曇時々雨,8,1
2010/1/22,曇,8,1
2010/1/23,曇,8,1
2010/1/24,曇一時晴,8,1
2010/1/25,雨時々曇一時晴,8,1
2010/1/26,晴時々曇,8,1
2010/1/27,晴,8,1
2010/1/28,晴後雨時々曇,8,1
2010/1/29,曇時々晴,8,1
2010/1/30,曇,8,1
2010/1/31,曇時々雨,8,1
2010/2/1,曇時々雨,8,1
2010/2/2,曇,8,1
2010/2/3,雨時々曇,8,1
2010/2/4,雨時々曇,8,1
2010/2/5,曇時々雨,8,1
2010/2/6,曇時々雨,8,1
2010/2/7,雨一時曇,8,1
2010/2/8,晴時々曇,8,1
2010/2/9,曇一時晴,8,1
2010/2/10,曇,8,1
2010/2/11,曇一時晴,8,1
2010/2/12,曇時々雨,8,1
2010/2/13,曇,8,1
2010/2/14,曇時々雨,8,1
